review_id,review_text,rating,rating_text,processed_text
en_0321149,"Leaker

Are use it for breakfast shakes After using a short time the lid started to leak Over the place was shaking it",2,2,leaker use breakfast shake using short time lid started leak place shaking
en_0564181,"DOES NOT CONTAIN NEEDED USB CABLE

This is a pretty cheapskate thing to do... charge me 3 dollars more but include all the pieces to use the printer in the box. It is absurd have to search the fine print of your product description to find out i'm missing some tiny inexpensive piece required to make the device function.",2,2,contain needed usb cable pretty cheapskate thing charge dollar include piece use printer box absurd search fine print product description find missing tiny inexpensive piece required make device function
en_0834119,"Very good

It made party look so good",3,3,good made party look good
en_0455209,"Big, lightweight, sturdy mirror

I love that the mirror is large so you don’t have to worry about trying to maneuver it in the right direction, it’s light weight so it doesn’t flop over, and it connects to the headrest with sturdy straps again keeping it upright.",4,4,big lightweight sturdy mirror love mirror large worry trying maneuver right direction light weight flop connects headrest sturdy strap keeping upright
en_0016709,"You get what you pay for.

I purchased this tablet so I would have something easy and portable to bring to school to do homework on. It works for that purpose, but honestly I would not use it for much else. It's very slow, especially if you have more than one application open. The screen resolution hurt my eyes for the longest time, but I usually just write documents so it's not too bad for that purpose. The battery life is not long at all. The box says not to use while charging. I thought it was because of overheating, but it does not get hot at all. The tablet uses battery faster than it can charge, so that may be why. It takes at least 4 hours to fully charge. The thing that infuriates me the most, is the right shift key. It's different than the photos advertised, and is on the other side of the up arrow. I have small fingers so it's very hard to reach that key. On the plus side, it comes with a charger, but also can charge with a micro usb. It detaches easily from the keyboard, but stays on without problem if I need it to. Seems durable, but plastic screen has detached slightly already. Overall, next time I would definitely spend a little extra for a tablet I would actually enjoy.",1,1,get pay purchased tablet would something easy portable bring school homework work purpose honestly would use much else slow especially one application open screen resolution hurt eye longest time usually write document bad purpose battery life long box say use charging thought overheating get hot tablet us battery faster charge may take least hour fully charge thing infuriates right shift key different photo advertised side arrow small finger hard reach key plus side come charger also charge micro usb detaches easily keyboard stay without problem need seems durable plastic screen detached slightly already overall next time would definitely spend little extra tablet would actually enjoy
en_0396739,"Cute but faint/barely noticeable

This product is rather small but comes in a pack of 3. It looks and smells great, but the scent is one that can only be smelled up close. It is super faint when placed in a room (and I have a pretty small room). It was almost like spraying air freshener in a musky room and both scents just weigh the room, existing in the same area, neither strong or better than the other. In short: it’s cute but faint/barely noticeable",2,2,cute faint barely noticeable product rather small come pack look smell great scent one smelled close super faint placed room pretty small room almost like spraying air freshener musky room scent weigh room existing area neither strong better short cute faint barely noticeable
en_0896029,"Five Stars

Love these for traveling out of the house with baby, and you can’t beat this Amazon price!!!",4,4,five star love traveling house baby beat amazon price
en_0643495,"Top doesn’t roll down, but they ride up my butt somewhat.

Update: after wearing, I find that every time I bend over, I have to pull the panties out if my crack. Am returning. Love the thick material. Love the wide waist band and that it sits right at my belly button. Love that there is slight compression around that wide waist band. The butt and leg openings are a bit looser than I’d like, and there could be a bit more butt coverage. All six panties were exactly the same size when they arrived, and after washing and machine drying. No loose threads. Well made. I am 5’ 8” and 165 pounds. I have a belly pooch after having two children 30 years ago. Ordered XL.",3,3,top roll ride butt somewhat update wearing find every time bend pull panty crack returning love thick material love wide waist band sits right belly button love slight compression around wide waist band butt leg opening bit looser like could bit butt coverage six panty exactly size arrived washing machine drying loose thread well made pound belly pooch two child year ago ordered xl
en_0943747,"Five Stars

Exactly what we needed at a great price!",4,4,five star exactly needed great price
en_0811561,"Bread brick.

Followed the recipe meticulously got a bread brick. Tried four times will not buy again..",1,1,bread brick followed recipe meticulously got bread brick tried four time buy
en_0533319,"Wrinkle quite a bit,

So far so good. They do wrinkle but are very soft.",2,2,wrinkle quite bit far good wrinkle soft
en_0368887,"Good for small travels

Only really holds 1 card comfortably. If the card is hard to remove or you drop the phone the plastic holder comes off so not very protective of the cards but phone has been protected.",2,2,good small travel really hold card comfortably card hard remove drop phone plastic holder come protective card phone protected
en_0765381,"Can’t watch videos!

The regional code for the videos is South Africa and Middle East. Whenever we put them in the PlayStation we would have to change the regional code and supposedly we can only change the code 4 times.",1,1,watch video regional code video south africa middle east whenever put playstation would change regional code supposedly change code time
en_0612305,"I don't find it comfortable.

The mattress looks a more impressive on the photo, but I guess the bed frame helps somewhat. It expended to the full size. No bad odors. Its not low. However, I do not find this very comfortable, and will have to either line it up with blankets, or purchase a pillowtop to put above it. Still, its functional.",2,2,find comfortable mattress look impressive photo guess bed frame help somewhat expended full size bad odor low however find comfortable either line blanket purchase pillowtop put still functional
en_0601190,"Find another seller! This NEW product is obviously used.

This expensive flat iron was sold as new...but obviously the one I received has been used and/or returned. The box had already been opened. Not only had the taped seal been opened, the sides of the box were not even attached to each other. There was no receipt or any other information in the box about returns. I would suggest you purchase from another seller. I would give 0 stars, but that's not an option. Very disappointed.",0,0,find another seller new product obviously used expensive flat iron sold new obviously one received used returned box already opened taped seal opened side box even attached receipt information box return would suggest purchase another seller would give star option disappointed
en_0973484,"Nice decor for fall

Nice pillow covers. Great to put on over your existing pillow to update for the fall. Lightweight and should be easy to clean.",3,3,nice decor fall nice pillow cover great put existing pillow update fall lightweight easy clean
en_0965477,"Good idea but

This is my second pop socket. It’s a great product for people with arthritic hands. My first one had intense adhesion but after much use the metal end piece came off so I bought a new one. The adhesion on my new one is not very good — it slides around on the back of my phone if I hold it too tightly.",2,2,good idea second pop socket great product people arthritic hand first one intense adhesion much use metal end piece came bought new one adhesion new one good slide around back phone hold tightly
en_0895834,"Do not buy.

I won’t buy these again. The box was destroyed and open upon arrival, as well as the bars were stale.",1,1,buy buy box destroyed open upon arrival well bar stale
en_0906514,"Poor packaging

I wasn't able to use this product because of the poor packaging it came in. Nearly over half the bottle was missing and all over in the inside of the bubble wrap/box it came in. The seller might want to change how the product is packaged in order to refrain from this happening; I read in the reviews that this has happened to multiple people.",2,2,poor packaging able use product poor packaging came nearly half bottle missing inside bubble wrap box came seller might want change product packaged order refrain happening read review happened multiple people
en_0836576,"Waste of money

It doesn't pick up anything. Waste of money. Through it out.",0,0,waste money pick anything waste money
en_0129718,"Three Stars

Fast shipping. A lot smaller than I expected.",2,2,three star fast shipping lot smaller expected
en_0615276,"Don’t pay extra shipping

Paid extra for next day shipping but it still gets delayed by 4 days and I don’t get reimbursed. Nice ring, poor service. Will use different seller next time",2,2,pay extra shipping paid extra next day shipping still get delayed day get reimbursed nice ring poor service use different seller next time
en_0293952,"easy read

bryson is still one of the easiest reads around for those of us who are accustomed to someone who feels aggravated from time to time and wants to vent. i don't think this quite measures up to some of his earlier works when he was younger. travel takes a lot out of you. and, like all of his books, it seems like he takes in a lot of detail in the first half of the trip but sort of rushes thru the second half.",3,3,easy read bryson still one easiest read around u accustomed someone feel aggravated time time want vent think quite measure earlier work younger travel take lot like book seems like take lot detail first half trip sort rush thru second half
en_0513659,"Button pops

Button pops easily expanding when not wanting it to",2,2,button pop button pop easily expanding wanting
en_0829166,"Excellent price for this boat shoe!!!

Quality shoe, but the leather laces break easily.....It was only a couple of dollars to get a heavier lace now they are perfect.",2,2,excellent price boat shoe quality shoe leather lace break easily couple dollar get heavier lace perfect
en_0200065,"Very poor quality!

Terrible quality!!! They ripped at the crouch and at the waist after 2 wears. I ordered 4 pair and all but 1 tore. Very disappointed. They helped to keep me warm in 30 degree weather but didn’t last two weeks.",0,0,poor quality terrible quality ripped crouch waist wear ordered pair tore disappointed helped keep warm degree weather last two week
en_0733034,"Good Job: )

She loves them!! Good Job :)",4,4,good job love good job
en_0898505,"Nice product, poorly packaged.

Arrived via Fedex. Poor packaging in very flimsy cardboard. One of the adjusting bolts is badly corroded. Had to clean up with wire brush and grease threads. Used today, very easy to put on bucket. Moved a 3800 lb pallet with ease. Other than the adjusting bolt issue, seems to be a high quality product. Would recommend stabilizing bar to anyone that would be using them a lot. There isn't any other way to keep them from spreading apart on ends. But works perfectly for what I need.",3,3,nice product poorly packaged arrived via fedex poor packaging flimsy cardboard one adjusting bolt badly corroded clean wire brush grease thread used today easy put bucket moved lb pallet ease adjusting bolt issue seems high quality product would recommend stabilizing bar anyone would using lot way keep spreading apart end work perfectly need
en_0119338,"Two Stars

It is not deep enough to have a half nut",1,1,two star deep enough half nut
en_0769089,"Convenient

The product is very convenient to use, the file transfer speed is very fast, it is very clear when it is extended to the projector; the things are small and exquisite, easy to carry on business trips",4,4,convenient product convenient use file transfer speed fast clear extended projector thing small exquisite easy carry business trip
en_0441789,"Nice but not for large chests

Not for large chested woman! Doesn’t hang right!",2,2,nice large chest large chested woman hang right
en_0908510,"Too much about electricity

The book starts off great - you think it's going to be a book about how the world or our world of electricity might suddenly end - but then it gets bogged down in all things electric, from the history of electricity, to how it functions, to practically everything and anything you might need to know about electricity. Boring.",2,2,much electricity book start great think going book world world electricity might suddenly end get bogged thing electric history electricity function practically everything anything might need know electricity boring
en_0356986,"Good Value

Nice and soft. Not thick enough for an insert.",3,3,good value nice soft thick enough insert
en_0226174,"I guess I need to order a better one.

The color & design are as described, but the screen protector has a crease in it & won't adhere to the phone correctly. I guess I need to order a better one.",3,3,guess need order better one color design described screen protector crease adhere phone correctly guess need order better one
en_0206743,"Wish it was a little bigger but love it!!

Only reason why I’m not giving 5 stars is because I wish it was slightly larger so I could fit a full garlic bulb inside. I can split the bulb and fit, but doesn’t fit in whole. Super cute tho!",3,3,wish little bigger love reason giving star wish slightly larger could fit full garlic bulb inside split bulb fit fit whole super cute tho
en_0601696,"Very small and not useful at all

Too small to be any useful",0,0,small useful small useful
en_0969688,"Yummy with iced tea

Love this flavor for iced tea",4,4,yummy iced tea love flavor iced tea
en_0256515,"It beautiful and so soft. I love it!

Great rug for the cost.",4,4,beautiful soft love great rug cost
en_0537379,"Perfect! I loved it!

It was just perfect!",4,4,perfect loved perfect
en_0635205,"Case fit nicely.

I was a bit disappointed with the graphics on the case. They are not clear images, somewhat blurry. The case snapped on and fit well though so I didn’t return it.",2,2,case fit nicely bit disappointed graphic case clear image somewhat blurry case snapped fit well though return
en_0559759,"Size is off

My daughter wears a size 2 so i got the small and it looks like it might fit a toddler size. Maybe i misread it?",0,0,size daughter wear size got small look like might fit toddler size maybe misread
en_0959788,"You get what you pay for

It does the job, but only just. The pictures do not sit in the frame very snuggly and it is very difficult to hang on a wall. I'll probably end up getting a better, more expensive, frame in the future, but this one will work for now.",2,2,get pay job picture sit frame snuggly difficult hang wall probably end getting better expensive frame future one work
en_0060060,"Invest in your craft !

Great purchase !!! Invest in these if I were you. Still use them till this day even tho I upgraded to the wahl 5 star cordless. Really strong. Goes thru the hair smoothly.",4,4,invest craft great purchase invest still use till day even tho upgraded wahl star cordless really strong go thru hair smoothly
en_0084213,"... picture includes two more stacks to make you feel like you are getting something for your money

Notice how the picture includes two more stacks to make you feel like you are getting something for your money...WAY over priced. Won't buy again.",1,1,picture includes two stack make feel like getting something money notice picture includes two stack make feel like getting something money way priced buy
en_0898212,"Don’t order if you are in a hurry.

I really can’t evaluate an item still not received. No tracking information. Maybe it will come before Xmas.",0,0,order hurry really evaluate item still received tracking information maybe come xmas
en_0960087,"It Is A Great Shirt

Unfortunately, the shirt runs very small. By that I mean, I normally wear a size XL and I wanted this shirt to fit very loose and the size XXL that I ordered was, actually, rather tight. Therefore, please be warned, again, that the shirts do run, rather smaller than normal. Other than that, and yet again, it is a great shirt. Lastly, I will be ordering a size XXXL if they have that size available.",2,2,great shirt unfortunately shirt run small mean normally wear size xl wanted shirt fit loose size xxl ordered actually rather tight therefore please warned shirt run rather smaller normal yet great shirt lastly ordering size xxxl size available
en_0807640,"Just another romance

Just a so,so story. Very mediocre",2,2,another romance story mediocre
en_0884114,"Initially 5 stars... then 2 stars

This product really met the mark when I first received it, however after washing the large plates in my dishwasher all 4 plates warped. I now have 6 month old plates that are imbalanced and need to be replaced... but this time with a competitor product.",1,1,initially star star product really met mark first received however washing large plate dishwasher plate warped month old plate imbalanced need replaced time competitor product
en_0186193,"Almost perfect.

Very nice knife. Heavy for it's size but feels lke quality in the hand. The only flaw in the finish of the knife is that the stainless liners under the wood scales are unfinished and very sharp. Otherwise it is a classic lifetime knife to be enjoyed and passed on to the next generation. Get one.",4,4,almost perfect nice knife heavy size feel lke quality hand flaw finish knife stainless liner wood scale unfinished sharp otherwise classic lifetime knife enjoyed passed next generation get one
en_0619213,"Uncomfortable

It’s very uncomfortable. And doesn’t fit right in the ear. And of course I tried to stick it out hoping I’d get used to it and missed the return time. Was not worth the money spent.",1,1,uncomfortable uncomfortable fit right ear course tried stick hoping get used missed return time worth money spent
en_0214232,"Did not inflate

3 of the balloons in the happy birthday did not inflate",1,1,inflate balloon happy birthday inflate
en_0980603,"Good one

It's good actually just not as tight as I thought. I'm not a big lady at all but when I pull it up I kept hearing the torn sound",3,3,good one good actually tight thought big lady pull kept hearing torn sound
en_0473322,"Good battery life

Wonderful product, easy to use and worth the money.",3,3,good battery life wonderful product easy use worth money
en_0742497,"One Star

Can not be watched in English even though it give you the option",0,0,one star watched english even though give option
en_0449582,"Lightweight

Just took my daughter out with this over her carseat and got so many compliments! It's so soft, lightweight and beautiful!",4,4,lightweight took daughter carseat got many compliment soft lightweight beautiful
en_0280138,"One of the best recent Christmas movies

Cute and family friendly. One of the best recent Christmas movies",4,4,one best recent christmas movie cute family friendly one best recent christmas movie
en_0188299,"Worth the money vs buying something much more expensive

Product is clear as day but does get darker with higher magnification. Overall worth every penny.",3,3,worth money v buying something much expensive product clear day get darker higher magnification overall worth every penny
en_0168215,"Didn't even receive the right item.

Reason why I don't like it is because they sent us a completely different item. We returned it.",1,1,even receive right item reason like sent u completely different item returned
en_0805315,"Did not get everything and got wrong product

Did not get storage bin and the table was the wrong characters it was suppose to be frozen instaed i got Ariel and belle..it did come early...and can not get a hold of seller to get it fixed u can only email them and then they responded saying they dont answer emails on friday or saturday because they are jewish",0,0,get everything got wrong product get storage bin table wrong character suppose frozen instaed got ariel belle come early get hold seller get fixed u email responded saying dont answer email friday saturday jewish
en_0377245,"The fabric was almost sock like.

too cheap. The fabric was almost sock like.",0,0,fabric almost sock like cheap fabric almost sock like
en_0749536,"Cheap quality

It works just ok. The material seems not durable. The price is more expensive than it should be.",3,3,cheap quality work ok material seems durable price expensive
en_0638250,"These were very cheaply made and had to be assembled ...

These were very cheaply made and had to be assembled when I got them. The sticky dots provided did not hold the sticks on and I had to retape each one of them.",1,1,cheaply made assembled cheaply made assembled got sticky dot provided hold stick retape one
en_0396267,"You have to keep it straight at all times

Will I got these back in Dec and now one of them I use all them time dose not work right it anymore and only charge half the time",1,1,keep straight time got back dec one use time dose work right anymore charge half time
en_0224619,"Love this bike, but wish it came with a computer to measure cadence, resistance and output

I've had this bike for a little over one month now, and love it. It's sturdy, smooth, and so quiet. The way that the handlebars and seat adjust horizontally and vertically made it really easy to get a perfect fit for me. Assembly was free when I ordered my bike, so I had it professionally assembled. Since it doesn't have an onboard computer, I bought a Wahoo cadence sensor, and mounted that to the pedal crank arm. I also bought the Wahoo RPM sensor, but can't figure out how to mount it on this bike. I bought the Sunny tablet/phone holder so I could use the Wahoo app and a popular indoor cycling app. Because I use two apps when I cycle and monitoring cadence is important, I spend most of the time with the Wahoo app displayed on my screen, and just have to listen to the indoor cycling app. I'm debating about buying a more elaborate computer to add to the bike (in place of the Wahoo sensors).",3,3,love bike wish came computer measure cadence resistance output bike little one month love sturdy smooth quiet way handlebar seat adjust horizontally vertically made really easy get perfect fit assembly free ordered bike professionally assembled since onboard computer bought wahoo cadence sensor mounted pedal crank arm also bought wahoo rpm sensor figure mount bike bought sunny tablet phone holder could use wahoo app popular indoor cycling app use two apps cycle monitoring cadence important spend time wahoo app displayed screen listen indoor cycling app debating buying elaborate computer add bike place wahoo sensor
en_0640666,"This product is great

no dislike and used products to do grands hair I would recommend this product would purchase it again",1,1,product great dislike used product grand hair would recommend product would purchase
en_0451426,"Too tight

Quality good but was too tight",2,2,tight quality good tight
en_0406138,"Inaccurate size

Labeled Large 9-10. Not correct. More like a 7-8.",1,1,inaccurate size labeled large correct like
en_0754515,"Three Stars

It seems like a re-hash of the 1990s.",2,2,three star seems like hash
en_0180990,"Nice.

This book is useful for apprentices. This book came at the ideal time.This book makes some legitimate focuses and clears up a couple of things.And likewise a critical substance.",3,3,nice book useful apprentice book came ideal time book make legitimate focus clear couple thing likewise critical substance
en_0884767,"Good Read for A Person Learning About Long Term Investing

I chose a four star rating because everything can be improved... I really like the book because it gives you an idea of how Mr. Buffett invested. It also shows that you can invest the same way and hopefully one day be as successful...",3,3,good read person learning long term investing chose four star rating everything improved really like book give idea mr buffett invested also show invest way hopefully one day successful
en_0698011,"Good coffee - a bit pricey on Amazon

I really like these they are great for grab and go especially in the summer chilled. I expected Amazon's price to be cheaper than in the store, but actually it is more. You can find this less expensive in the store. Great product, but a little pricey.",3,3,good coffee bit pricey amazon really like great grab go especially summer chilled expected amazon price cheaper store actually find less expensive store great product little pricey
en_0983583,"Three Stars

One of the 2 sensors were defective and could not pair to thermostat.Return for replacement. Hope replacement works properly.",2,2,three star one sensor defective could pair thermostat return replacement hope replacement work properly
en_0036598,"My heart doctor said it was not good for heart patients/

Cannot use this. My heart doctor said it was not good for heart patients/",0,0,heart doctor said good heart patient cannot use heart doctor said good heart patient
en_0001726,"Hedwig Delivers

This Harry Potter Hedwig Wing scarf is very nice. It's an officially licensed product that has a nice wingspan and features Hedwig with a letter in his beak. My daughter loves Harry Potter and especially Hedwig, so when I saw this scarf I had to get it for her. Please note that this is a very light scarf. It won't protect you from any severely cold weather, but it's perfect for early fall evenings and during the day when the sun is out. I highly recommend this lovely scarf.",3,3,hedwig delivers harry potter hedwig wing scarf nice officially licensed product nice wingspan feature hedwig letter beak daughter love harry potter especially hedwig saw scarf get please note light scarf protect severely cold weather perfect early fall evening day sun highly recommend lovely scarf
en_0817736,"you don't need to use much which is great.

very strong scent. you don't need to use much which is great.",4,4,need use much great strong scent need use much great
en_0101771,":(

Over all good but music is way too loud my baby boy was SCARED of it :(",2,2,good music way loud baby boy scared
en_0965901,"Softest beard ever

I’ve used multiple oils and products on my beard but nothing works nearly as good as this",4,4,softest beard ever used multiple oil product beard nothing work nearly good
en_0610977,"Complete garbage- DO NOT BUY THIS

Absolutely a sack of garbage that should never ever be sold on Amazon. This piece of crap fell apart the first day I used it. Don’t ever buy this crap",0,0,complete garbage buy absolutely sack garbage never ever sold amazon piece crap fell apart first day used ever buy crap
en_0775110,"Tooth guy goes beyond reasonable with profanity.

I thought I swore a lot...but the tooth guy in this film is not edgy with his use of it...he is just offensive. Makes it difficult to watch as every other word is ""f**k"" which diminishes the value of the film. Too bad.",1,1,tooth guy go beyond reasonable profanity thought swore lot tooth guy film edgy use offensive make difficult watch every word f k diminishes value film bad
en_0168312,"which I fortunately was able to recover with CHKDSK from the failed ...

I had a Solid State Drive failure within a few weeks of delivery. Called the service number, and it was replaced immediately with a new system install--still I had to transfer files, which I fortunately was able to recover with CHKDSK from the failed disk. (Though that took hours). The replacement drive was half the size of the original, however.",2,2,fortunately able recover chkdsk failed solid state drive failure within week delivery called service number replaced immediately new system install still transfer file fortunately able recover chkdsk failed disk though took hour replacement drive half size original however
en_0440442,"Heels

I have many pairs of Vionic sneakers and in different styles (i.e. Mary Jane sneakers) that don't contribute to my heel, ankle and lower leg pain but, instead, they help me to get through the day with minimum to no pain. Unfortunately, this does not hold true with these Brisk Miles sneakers. I can feel the friction every time my heels hit the ground, resulting in my heels, ankles and lower legs hurting for the rest of the day. I have worn these shoes a few times and only for short intervals each time, hoping they'd work, so they can't be returned. The impact on my heels is too much and I can't wear them any longer, but these sneakers might work great for someone else.",1,1,heel many pair vionic sneaker different style e mary jane sneaker contribute heel ankle lower leg pain instead help get day minimum pain unfortunately hold true brisk mile sneaker feel friction every time heel hit ground resulting heel ankle lower leg hurting rest day worn shoe time short interval time hoping work returned impact heel much wear longer sneaker might work great someone else
en_0436750,"Sizing is off

I love this product, it’s great quality and i love that it has removable patches as well as the extra set. My only issue is that the sizing is off, the vest i got is wayyyyy too big in the strap area. I’m not sure how to contact the vendor to see about changing that",3,3,sizing love product great quality love removable patch well extra set issue sizing vest got wayyyyy big strap area sure contact vendor see changing
en_0838298,"Fresh Air, AHHH ☺️

My master bedroom closet doesn’t have any windows. My closet holds moisture and had a very old mop smell to it (even after we replaced the closet carpet 5 months ago. I’m planning on purchasing some more.",4,4,fresh air ahhh master bedroom closet window closet hold moisture old mop smell even replaced closet carpet month ago planning purchasing
en_0814422,"recommended it to me when she started taking it

I've been taken Ox Bile for a few months now. In the beginning my body had to adjust to it. I'm not sure if it's really working though. I started with 125 mg so I could slowly introduce it into my system and not get sick. I 'm going to up my dosage to see if anything changes. A friend of mine, who happens to be a nurse, recommended it to me when she started taking it. We both have issues losing weight after having our gall bladders removed.",2,2,recommended started taking taken ox bile month beginning body adjust sure really working though started mg could slowly introduce system get sick going dosage see anything change friend mine happens nurse recommended started taking issue losing weight gall bladder removed
en_0140577,"Don't do it!

The first couple times I printed it worked great. Unfortunately I have to print from my phone right now which it why they over lapped, because I did t align them right. From then on, the pages stopped going through printer so smoothly. I could hear them almost get stuck but nothing was printing on the page. Won't buy again. Way too expensive to have wasted all these pages and ink too! UPDATE - put my printer on clean mode and re tried and still the same thing. Streaks.",0,0,first couple time printed worked great unfortunately print phone right lapped align right page stopped going printer smoothly could hear almost get stuck nothing printing page buy way expensive wasted page ink update put printer clean mode tried still thing streak
en_0860824,"Love it

Looks awesome on my Tahoe",4,4,love look awesome tahoe
en_0910610,"Great for those woman who do online selling (make up

Great for those woman who do online selling (make up, pearls, leggings), also great sending out invites, love the bright pink color definitely lets the person receiving a special item.",4,4,great woman online selling make great woman online selling make pearl legging also great sending invite love bright pink color definitely let person receiving special item
en_0864545,"Not made well

I love this clock but I’ve had numerous problems with it. The first one a peice of the wood was broken off. Now a few months of being on my wall. The clock part broke off then The Who clock face instantly came unglued",1,1,made well love clock numerous problem first one peice wood broken month wall clock part broke clock face instantly came unglued
en_0449053,"Falls apart as is

Falls apart within a week of use. We are throwing it away",0,0,fall apart fall apart within week use throwing away
en_0931287,"Read the reviews, its a gamble

I read the reviews. Many customers said they didn't work out of the box. I decided to go ahead and gamble on the speaker, and I got one with a battery that would not charge. Jbl was not all that helpful. I got the run around from both amazon and Jbl. I just decided to get a refund and start over. Lesson learned.",0,0,read review gamble read review many customer said work box decided go ahead gamble speaker got one battery would charge jbl helpful got run around amazon jbl decided get refund start lesson learned
en_0877912,"Pretty, but cheaply made beads

Pretty, but cheaply made beads.",2,2,pretty cheaply made bead pretty cheaply made bead
en_0588443,"Doesn't Keep Reasonably Accurate Time

Although cheaply made I had expected that for $9.99. However it doesn't remotely keep accurate time as it gains significantly in a short amount of time.....no excuse for that even at this price.",1,1,keep reasonably accurate time although cheaply made expected however remotely keep accurate time gain significantly short amount time excuse even price
en_0498928,"good enough

Bought these to be able to add kayak holders to the roof of our van. We actually had an incident where the front crossbar support came off our van while driving on the freeway and our 2 kayaks then flew off our vehicle fortunately off to the right side of the road that had a large shoulder so no cars were hit. The straps and buckles aren't very high quality and the rubber footings on the bars that sit on the roof of the car are quite mediocre. I double check my straps a little better than before and manually press the buckle into the strap rather than relying on the simple spring mechanism to hold the strap in place. While I don't highly recommend going this route with these as long as you ensure they're installed well and double check the buckles hopefully you'll be alright but I would recommend going the hitch and trailer route if your car doesn't already have a cargo rack and then just make sure your next vehicle has them from the get go.",2,2,good enough bought able add kayak holder roof van actually incident front crossbar support came van driving freeway kayak flew vehicle fortunately right side road large shoulder car hit strap buckle high quality rubber footing bar sit roof car quite mediocre double check strap little better manually press buckle strap rather relying simple spring mechanism hold strap place highly recommend going route long ensure installed well double check buckle hopefully alright would recommend going hitch trailer route car already cargo rack make sure next vehicle get go
en_0784767,"Really works, albeit a little larger than a normal shock collar

We got this for my little dog because the wife didn't want her getting shocked like the big dogs. I was hesitant but it works. It would probably work for the big ones too but I haven't tried. It's a little bulky, but it has to be because it has a reservoir to hold a decent amount of citronella. We had one of these previously, and it worked for many years.",4,4,really work albeit little larger normal shock collar got little dog wife want getting shocked like big dog hesitant work would probably work big one tried little bulky reservoir hold decent amount citronella one previously worked many year
en_0242517,"2 pack only included 1 rainbow and no clear cover

Works well but the 2 pack isn't actually a 2 pack. I only got the rainbow one and not the clear one.... other than that the quality seems good. It is thicker than other protectors I've had but it fits well and is very protective.",1,1,pack included rainbow clear cover work well pack actually pack got rainbow one clear one quality seems good thicker protector fit well protective
en_0514868,"One Star

Never received product...had to get a refund.",0,0,one star never received product get refund
en_0638169,"Quality seeds, terrible packaging

These chia seeds taste great and seem clean. Unfortunately, the reseal on the bag is horrible and I have lost many chia seeds to my vacuum after the 2 times the bag dumped everywhere. I now roll and rubberband the bag shut.",2,2,quality seed terrible packaging chia seed taste great seem clean unfortunately reseal bag horrible lost many chia seed vacuum time bag dumped everywhere roll rubberband bag shut
en_0324881,"Way too bright for 40watt equivalent bulbs!!

I contacted the seller/manufacturer about these bulbs being too bright for their stated specs. Their comment to me was that I should order a warmer color temperature bulb if I wanted something less bright. It seems that they don't understand the difference between lumens and color temperature. I purchased daylight bulbs because that is the color I want, and I purchased 40watt equivalent bulbs because that is the brightness I want! I've included a picture showing the Sunco 40watt daylight bulbs on the left and typical 40watt daylight bulbs on the right. The difference in person is much greater, but the pic definitely shows what you are dealing with. For my light fixture, which takes 8 of these bulbs, the Sunco's are blindingly bright!",0,0,way bright watt equivalent bulb contacted seller manufacturer bulb bright stated spec comment order warmer color temperature bulb wanted something less bright seems understand difference lumen color temperature purchased daylight bulb color want purchased watt equivalent bulb brightness want included picture showing sunco watt daylight bulb left typical watt daylight bulb right difference person much greater pic definitely show dealing light fixture take bulb sunco blindingly bright
en_0189146,"7/10

Good screen, I like the matte but it’s almost too thick? That or I’m not used to pressing down harder. Fresh out the box",3,3,good screen like matte almost thick used pressing harder fresh box
en_0549928,"good for my arthritic knees

enough support without being too heavy.",4,4,good arthritic knee enough support without heavy
en_0788336,"Not a huge deal but kind of annoying.

The black plastic eventually has its color wear away and reveals white underneath. Not a huge deal but kind of annoying.",2,2,huge deal kind annoying black plastic eventually color wear away reveals white underneath huge deal kind annoying
en_0343881,"disappointing

Couldn't even make it through this one and I'm a Segal fan.",0,0,disappointing even make one segal fan
en_0935642,"Five Stars

These are a great deal and made a nice xmas gift to my tabletop group",4,4,five star great deal made nice xmas gift tabletop group
en_0539363,"Flimsy

Very flimsy tabs compared to the Post-it brand. Quality over quantity. The tabs are difficult to separate because they are so thin. The surface they are adhered to is also flimsy making it difficult to store at times without the tabs coming off the surface all together. I can reuse the Post-its over & over again. These not so much. I would not purchase again & gave the rest of the tabs to my kids to play with. -Homeschool Mom",1,1,flimsy flimsy tab compared post brand quality quantity tab difficult separate thin surface adhered also flimsy making difficult store time without tab coming surface together reuse post much would purchase gave rest tab kid play homeschool mom
en_0252514,"Just like the original

Works great meets all expectations. The buttons on my old one were worn out. This fixed the problem.",3,3,like original work great meet expectation button old one worn fixed problem
en_0927882,"They are great

I love these. They are not that icky nylon that snags on everything. These are soft and flexible without being too tight.",4,4,great love icky nylon snag everything soft flexible without tight
en_0960916,"Very Good Product

The bath stool itself is a very good product; however, the assembly instructions leave much to be desired. I have assembled many items (desks, shelves, bed headboards, office chairs, etc.) so I""m experienced at following instructions. These were not detailed enough to prevent someone from using the wrong screws early in the assembly.",3,3,good product bath stool good product however assembly instruction leave much desired assembled many item desk shelf bed headboard office chair etc experienced following instruction detailed enough prevent someone using wrong screw early assembly
en_0774213,"Really bad quality and a waste of money

It broke after the first use. Really bad quality and a waste of money. The side latch broke and now I can't even use it.",0,0,really bad quality waste money broke first use really bad quality waste money side latch broke even use
